x_over_width,top_y_over_width,underside_y_over_width,observed_not_interpolated
-0.5,0.004707633120407572,-0.0072366449826315035,1
-0.49868073878627966,0.010110912621091034,-0.008374364084303582,1
-0.4973614775725594,0.010281393239890078,-0.013607162966188075,1
-0.49604221635883905,0.013238753918430261,-0.016053081788331352,1
-0.4947229551451187,0.014717434257700392,-0.01719080089000345,1
-0.49340369393139843,0.014887914876499398,-0.018499000610474534,1
-0.4920844327176781,0.01636659521576953,-0.02356131887356002,1
-0.49076517150395776,0.017845275555039657,-0.02600723769570326,1
-0.4894459102902375,0.019323955894309786,-0.026974476178576387,1
-0.48812664907651715,0.019494436513108792,-0.027144956797375396,1
-0.4868073878627968,0.020973116852378924,-0.03089907533998972,1
-0.48548812664907653,0.022451797191649053,-0.03334499416213296,1
-0.4841688654353562,0.024100958149718188,-0.035790912984276196,1
-0.48284960422163586,0.02427143876851716,-0.03692863208594828,1
-0.4815303430079156,0.02575011910778725,-0.039545031526890526,1
-0.48021108179419525,0.025920599726586294,-0.04068275062856264,1
-0.4788918205804749,0.027399280065856388,-0.044436869171177,1
-0.47757255936675463,0.027569760684655394,-0.04557458827284912,1
-0.4762532981530343,0.029048441023925523,-0.04654182675572221,1
-0.47493403693931396,0.029218921642724528,-0.0467123073745212,1
-0.4736147757255937,0.029389402261523537,-0.05046642591713558,1
-0.47229551451187335,0.030868082600793666,-0.05291234473927882,1
-0.470976253298153,0.03234676294006379,-0.054050063840950936,1
-0.46965699208443273,0.032517243558862804,-0.05632550204429515,1
-0.4683377308707124,0.03399592389813293,-0.056495982663094135,1
-0.46701846965699206,0.03564508485620207,-0.057633701764766274,1
-0.4656992084432718,0.03581556547500104,-0.060079620586909514,1
-0.46437994722955145,0.03598604609380008,-0.06252553940905275,1
-0.4630606860158311,0.037464726433070174,-0.06366325851072487,1
-0.46174142480211083,0.03763520705186918,-0.06593869671406906,1
-0.4604221635883905,0.039113887391139274,-0.06610917733286807,1
-0.45910290237467016,0.03928436800993828,-0.06724689643454018,1
-0.4577836411609499,0.04076304834920841,-0.06969281525668343,1
-0.45646437994722955,0.040933528968007414,-0.07083053435835554,1
-0.4551451187335092,0.04110400958680642,-0.07327645318049879,1
-0.45382585751978893,0.04258268992607655,-0.07572237200264202,1
-0.4525065963060686,0.042753170544875554,-0.0766896104855151,1
-0.45118733509234826,0.04423185088414568,-0.07686009110431412,1
-0.449868073878628,0.044402331502944654,-0.08061420964692848,1
-0.44854881266490765,0.04605149246101379,-0.08175192874860059,1
-0.4472295514511873,0.0462219730798128,-0.08419784757074382,1
-0.44591029023746703,0.04770065341908293,-0.08516508605361693,1
-0.4445910290237467,0.047871134037881936,-0.08533556667241593,1
-0.44327176781002636,0.049349814377152065,-0.08630280515528904,1
-0.4419525065963061,0.04952029499595107,-0.08761100487576017,1
-0.44063324538258575,0.04969077561475008,-0.08874872397743229,1
-0.4393139841688654,0.04986125623354908,-0.0898864430791044,1
-0.43799472295514513,0.05133993657281921,-0.09233236190124763,1
-0.4366754617414248,0.05151041719161822,-0.09347008100291976,1
-0.43535620052770446,0.05168089781041723,-0.09460780010459187,1
-0.4340369393139842,0.05446777787015844,-0.09574551920626397,1
-0.43271767810026385,0.05463825848895741,-0.09705371892673509,1
-0.4313984168865435,0.05480873910775645,-0.09949963774887834,1
-0.43007915567282323,0.05497921972655542,-0.10194555657102156,1
-0.4287598944591029,0.05514970034535443,-0.10308327567269367,1
-0.42744063324538256,0.055320180964153434,-0.10422099477436579,1
-0.4261213720316623,0.05679886130342357,-0.1051882332572389,1
-0.42480211081794195,0.058448022261492705,-0.1053587138760379,1
-0.4234828496042216,0.05861850288029171,-0.10649643297771003,1
-0.42216358839050133,0.058788983499090716,-0.10894235179985326,1
-0.420844327176781,0.05895946411788972,-0.11008007090152536,1
-0.41952506596306066,0.05912994473668869,-0.11121779000319747,1
-0.4182058047493404,0.06060862507595886,-0.11349322820654169,1
-0.41688654353562005,0.06208730541522895,-0.1136637088253407,1
-0.4155672823218997,0.062257786034027957,-0.11446046668941481,1
-0.41424802110817943,0.06242826665282696,-0.1146309473082138,1
-0.4129287598944591,0.06259874727162597,-0.11707686613035706,1
-0.41160949868073876,0.0640774276108961,-0.11804410461323016,1
-0.4102902374670185,0.0640774276108961,-0.11821458523202916,1
-0.40897097625329815,0.0642479082296951,-0.12049002343537339,1
-0.4076517150395778,0.06589706918776421,-0.1216277425370455,1
-0.40633245382585753,0.06606754980656321,-0.12390318074038974,1
-0.4050131926121372,0.06623803042536222,-0.12407366135918875,1
-0.40369393139841686,0.06640851104416122,-0.12504089984206185,1
-0.4023746701846966,0.06788719138343136,-0.12521138046086086,1
-0.40105540897097625,0.06805767200223033,-0.12731633804540607,1
-0.3997361477572559,0.06822815262102937,-0.12748681866420508,1
-0.39841688654353563,0.06987731357909846,-0.12976225686754933,1
-0.3970976253298153,0.07004779419789747,-0.13072949535042244,1
-0.39577836411609496,0.07038875543549548,-0.13089997596922145,1
-0.3944591029023747,0.07152647453716761,-0.13300493355376666,1
-0.39313984168865435,0.07186743577476562,-0.13317541417256565,1
-0.391820580474934,0.07203791639356462,-0.13397217203663978,1
-0.39050131926121373,0.07351659673283475,-0.13414265265543876,1
-0.3891820580474934,0.07368707735163375,-0.13641809085878298,1
-0.38786279683377306,0.07385755797043277,-0.136588571477582,1
-0.3865435356200528,0.07402803858923178,-0.13886400968092621,1
-0.38522427440633245,0.07419851920803074,-0.13983124816379935,1
-0.3839050131926121,0.07436899982682979,-0.14000172878259834,1
-0.38258575197889183,0.07453948044562876,-0.1422771669859426,1
-0.3812664907651715,0.07470996106442776,-0.14324440546881567,1
-0.37994722955145116,0.07505092230202577,-0.14341488608761468,1
-0.3786279683377309,0.0761886414036979,-0.1445526051892868,1
-0.37730870712401055,0.07783780236176703,-0.14569032429095893,1
-0.3759894459102902,0.07800828298056603,-0.14682804339263103,1
-0.37467018469656993,0.07817876359936504,-0.14796576249430315,1
-0.3733509234828496,0.07834924421816404,-0.14910348159597528,1
-0.3720316622691293,0.07851972483696305,-0.15024120069764738,1
-0.370712401055409,0.07869020545576207,-0.1512084391805205,1
-0.36939313984168864,0.08016888579503219,-0.1513789197993195,1
-0.36807387862796836,0.0805098470326302,-0.15234615828219258,1
-0.36675461741424803,0.08181804675310125,-0.15365435800266372,1
-0.3654353562005277,0.08215900799069926,-0.15479207710433582,1
-0.3641160949868074,0.08232948860949826,-0.15575931558720896,1
-0.3627968337730871,0.08249996922829728,-0.15592979620600794,1
-0.36147757255936674,0.08267044984709629,-0.15689703468888105,1
-0.36015831134564646,0.08284093046589529,-0.15803475379055318,1
-0.35883905013192613,0.08431961080516542,-0.15900199227342626,1
-0.3575197889182058,0.08449009142396442,-0.15917247289222528,1
-0.3562005277044855,0.08596877176323456,-0.16013971137509841,1
-0.3548812664907652,0.08613925238203356,-0.1611069498579715,1
-0.35356200527704484,0.08630973300083257,-0.1612774304767705,1
-0.35224274406332456,0.08665069423843054,-0.16207418834084464,1
-0.35092348284960423,0.08682117485722955,-0.16224466895964362,1
-0.3496042216358839,0.08682117485722955,-0.16338238806131572,1
-0.3482849604221636,0.08847033581529869,-0.16434962654418883,1
-0.3469656992084433,0.0886408164340977,-0.16452010716298784,1
-0.34564643799472294,0.0886408164340977,-0.16548734564586096,1
-0.34432717678100266,0.09011949677336782,-0.16662506474753308,1
-0.34300791556728233,0.09028997739216683,-0.1675923032304062,1
-0.341688654353562,0.09046045801096583,-0.16776278384920518,1
-0.3403693931398417,0.09080141924856384,-0.1687300223320783,1
-0.3390501319261214,0.09193913835023597,-0.17100546053542254,1
-0.33773087071240104,0.09228009958783398,-0.17100546053542254,1
-0.33641160949868076,0.09245058020663299,-0.17083497991662352,1
-0.33509234828496043,0.09262106082543199,-0.17083497991662352,1
-0.3337730870712401,0.09279154144423096,-0.17197269901829565,1
-0.3324538258575198,0.0944407024023001,-0.17424813722163987,1
-0.3311345646437995,0.09461118302109911,-0.17441861784043888,1
-0.32981530343007914,0.09478166363989811,-0.175385856323312,1
-0.32849604221635886,0.09626034397916824,-0.17652357542498412,1
-0.32717678100263853,0.09643082459796724,-0.1774908139078572,1
-0.3258575197889182,0.09660130521676626,-0.17766129452665622,1
-0.3245382585751979,0.09677178583556525,-0.17862853300952933,1
-0.3232189973614776,0.09694226645436427,-0.17959577149240244,1
-0.32189973614775724,0.09842094679363436,-0.17976625211120145,1
-0.32058047493403696,0.09842094679363436,-0.18090397121287358,1
-0.31926121372031663,0.09762418892956026,-0.18204169031454567,1
